color_space,descriptor,distance,normalization,k,map_score
YIQ,Local Binary Pattern,Minkowski,Rank,-1,0.0031922683051715
YIQ,Local Binary Pattern,Khi2,Aucune,-1,0.0071428571428571
YIQ,Local Binary Pattern,Khi2,Probability,-1,0.0071428571428571
YIQ,Local Binary Pattern,Khi2,Magnitude,-1,0.0071428571428571
YIQ,Local Binary Pattern,Khi2,Min-Max,-1,0.0071428571428571
YIQ,Local Binary Pattern,Khi2,Standardization,-1,0.0017197533386868
YIQ,Local Binary Pattern,Khi2,Rank,-1,0.0036634199134199
YIQ,Local Binary Pattern,Histogram Intersection,Aucune,-1,0.0001484918441724
YIQ,Local Binary Pattern,Histogram Intersection,Probability,-1,0.0001484918441724
YIQ,Local Binary Pattern,Histogram Intersection,Magnitude,-1,0.0001361865564624
YIQ,Local Binary Pattern,Histogram Intersection,Min-Max,-1,0.0001334879618233
YIQ,Local Binary Pattern,Histogram Intersection,Standardization,-1,0.0001427008384882
YIQ,Local Binary Pattern,Histogram Intersection,Rank,-1,0.0004456347745821
YIQ,Haralick,Manhattan (L1),Aucune,-1,0.0016320090936917
YIQ,Haralick,Manhattan (L1),Probability,-1,0.001623688590389
YIQ,Haralick,Manhattan (L1),Magnitude,-1,0.0016241444769501
YIQ,Haralick,Manhattan (L1),Min-Max,-1,0.0017219878218824
YIQ,Haralick,Manhattan (L1),Standardization,-1,0.001614445628417
YIQ,Haralick,Manhattan (L1),Rank,-1,0.0030071368723442
YIQ,Haralick,Euclidean (L2),Aucune,-1,0.0018676265130912
YIQ,Haralick,Euclidean (L2),Probability,-1,0.0016408071227038
YIQ,Haralick,Euclidean (L2),Magnitude,-1,0.0016567446755416
YIQ,Haralick,Euclidean (L2),Min-Max,-1,0.0017143831954969
YIQ,Haralick,Euclidean (L2),Standardization,-1,0.0021325782899366
YIQ,Haralick,Euclidean (L2),Rank,-1,0.0036233766233766
YIQ,Haralick,Chebyshev,Aucune,-1,0.0019495028780743
YIQ,Haralick,Chebyshev,Probability,-1,0.0017292559236427
YIQ,Haralick,Chebyshev,Magnitude,-1,0.0017022238185028
YIQ,Haralick,Chebyshev,Min-Max,-1,0.0020664093559501
YIQ,Haralick,Chebyshev,Standardization,-1,0.0025260557723611
YIQ,Haralick,Chebyshev,Rank,-1,0.003763725962826
YIQ,Haralick,Minkowski,Aucune,-1,0.0018354222936675
YIQ,Haralick,Minkowski,Probability,-1,0.0016289233413324
YIQ,Haralick,Minkowski,Magnitude,-1,0.0016397625132564
YIQ,Haralick,Minkowski,Min-Max,-1,0.0022107458367962
YIQ,Haralick,Minkowski,Standardization,-1,0.0016331032412965
YIQ,Haralick,Minkowski,Rank,-1,0.003454248366013
YIQ,Haralick,Khi2,Aucune,-1,0.0071428571428571
YIQ,Haralick,Khi2,Probability,-1,0.0071428571428571
YIQ,Haralick,Khi2,Magnitude,-1,0.0071428571428571
YIQ,Haralick,Khi2,Min-Max,-1,0.0071428571428571
YIQ,Haralick,Khi2,Standardization,-1,0.0016353084247548
YIQ,Haralick,Khi2,Rank,-1,0.0028059758386113
YIQ,Haralick,Histogram Intersection,Aucune,-1,0.000356470532914
YIQ,Haralick,Histogram Intersection,Probability,-1,0.0004341459534886
YIQ,Haralick,Histogram Intersection,Magnitude,-1,0.0001973282565387
YIQ,Haralick,Histogram Intersection,Min-Max,-1,0.0003248036204636
YIQ,Haralick,Histogram Intersection,Standardization,-1,0.001614445628417
YIQ,Haralick,Histogram Intersection,Rank,-1,0.0001447477873489
YIQ,CNN (VGG-16),Manhattan (L1),Aucune,-1,0.0022064764010052
YIQ,CNN (VGG-16),Manhattan (L1),Probability,-1,0.0037029926595143
YIQ,CNN (VGG-16),Manhattan (L1),Magnitude,-1,0.00225571233278
YIQ,CNN (VGG-16),Manhattan (L1),Min-Max,-1,0.0036251546072974
YIQ,CNN (VGG-16),Manhattan (L1),Standardization,-1,0.0020694899269078
YIQ,CNN (VGG-16),Manhattan (L1),Rank,-1,0.0019650200139996
YIQ,CNN (VGG-16),Euclidean (L2),Aucune,-1,0.0021749048930867
YIQ,CNN (VGG-16),Euclidean (L2),Probability,-1,0.0024562908496732
YIQ,CNN (VGG-16),Euclidean (L2),Magnitude,-1,0.0034545454545454
YIQ,CNN (VGG-16),Euclidean (L2),Min-Max,-1,0.0020441776710684
YIQ,CNN (VGG-16),Euclidean (L2),Standardization,-1,0.0032957983193277
YIQ,CNN (VGG-16),Euclidean (L2),Rank,-1,0.0071428571428571
YIQ,CNN (VGG-16),Chebyshev,Aucune,-1,0.0021475787485639
YIQ,CNN (VGG-16),Chebyshev,Probability,-1,0.0021475787485639
YIQ,CNN (VGG-16),Chebyshev,Magnitude,-1,0.0021475787485639
YIQ,CNN (VGG-16),Chebyshev,Min-Max,-1,0.0034826839826839
YIQ,CNN (VGG-16),Chebyshev,Standardization,-1,0.0017782611784766
YIQ,CNN (VGG-16),Chebyshev,Rank,-1,0.0018935112506541
YIQ,CNN (VGG-16),Minkowski,Aucune,-1,0.0020479233410267
YIQ,CNN (VGG-16),Minkowski,Probability,-1,0.0037541806020066
YIQ,CNN (VGG-16),Minkowski,Magnitude,-1,0.0029488105617137
YIQ,CNN (VGG-16),Minkowski,Min-Max,-1,0.0020761755251551
YIQ,CNN (VGG-16),Minkowski,Standardization,-1,0.0028008731506184
YIQ,CNN (VGG-16),Minkowski,Rank,-1,0.0019538892480068
YIQ,CNN (VGG-16),Khi2,Aucune,-1,0.0071428571428571
YIQ,CNN (VGG-16),Khi2,Probability,-1,0.0071428571428571
YIQ,CNN (VGG-16),Khi2,Magnitude,-1,0.0071428571428571
YIQ,CNN (VGG-16),Khi2,Min-Max,-1,0.0071428571428571
YIQ,CNN (VGG-16),Khi2,Standardization,-1,0.0018596545708707
YIQ,CNN (VGG-16),Khi2,Rank,-1,0.0027339723768295
YIQ,CNN (VGG-16),Histogram Intersection,Aucune,-1,0.0001374313980759
YIQ,CNN (VGG-16),Histogram Intersection,Probability,-1,0.0001410777462266
YIQ,CNN (VGG-16),Histogram Intersection,Magnitude,-1,0.0001381352652554
YIQ,CNN (VGG-16),Histogram Intersection,Min-Max,-1,0.0001450449960843
YIQ,CNN (VGG-16),Histogram Intersection,Standardization,-1,0.0020694899269078
YIQ,CNN (VGG-16),Histogram Intersection,Rank,-1,0.0001452019401939
YUV,Histogram,Manhattan (L1),Aucune,-1,0.0027275168440581
YUV,Histogram,Manhattan (L1),Probability,-1,0.0027322677322677
YUV,Histogram,Manhattan (L1),Magnitude,-1,0.0027290249433106
YUV,Histogram,Manhattan (L1),Min-Max,-1,0.0027217250536578
YUV,Histogram,Manhattan (L1),Standardization,-1,0.002593910371166
YUV,Histogram,Manhattan (L1),Rank,-1,0.0019799344799344
YUV,Histogram,Euclidean (L2),Aucune,-1,0.0025824934210027
YUV,Histogram,Euclidean (L2),Probability,-1,0.0026690373118944
YUV,Histogram,Euclidean (L2),Magnitude,-1,0.0028988095238095
YUV,Histogram,Euclidean (L2),Min-Max,-1,0.0028988095238095
YUV,Histogram,Euclidean (L2),Standardization,-1,0.0058956916099773
YUV,Histogram,Euclidean (L2),Rank,-1,0.0019687745462972
YUV,Histogram,Chebyshev,Aucune,-1,0.0029179385091793
YUV,Histogram,Chebyshev,Probability,-1,0.0026755783898641
YUV,Histogram,Chebyshev,Magnitude,-1,0.0031675170068027
YUV,Histogram,Chebyshev,Min-Max,-1,0.0030902360944377
YUV,Histogram,Chebyshev,Standardization,-1,0.0055699855699855
YUV,Histogram,Chebyshev,Rank,-1,0.0023125120493541
YUV,Histogram,Minkowski,Aucune,-1,0.0026307446055345
YUV,Histogram,Minkowski,Probability,-1,0.0027200577200577
YUV,Histogram,Minkowski,Magnitude,-1,0.00290756302521
YUV,Histogram,Minkowski,Min-Max,-1,0.005077922077922
YUV,Histogram,Minkowski,Standardization,-1,0.0028013256584685
YUV,Histogram,Minkowski,Rank,-1,0.001968259188639
YUV,Histogram,Khi2,Aucune,-1,0.0071428571428571
YUV,Histogram,Khi2,Probability,-1,0.0071428571428571
YUV,Histogram,Khi2,Magnitude,-1,0.0071428571428571
YUV,Histogram,Khi2,Min-Max,-1,0.0071428571428571
YUV,Histogram,Khi2,Standardization,-1,0.0016437365403384
YUV,Histogram,Khi2,Rank,-1,0.0018635034556087
YUV,Histogram,Histogram Intersection,Aucune,-1,0.0001419523509867
YUV,Histogram,Histogram Intersection,Probability,-1,0.0001401271313913
YUV,Histogram,Histogram Intersection,Magnitude,-1,0.0001330299102258
YUV,Histogram,Histogram Intersection,Min-Max,-1,0.0001330462738845
YUV,Histogram,Histogram Intersection,Standardization,-1,0.002593910371166
YUV,Histogram,Histogram Intersection,Rank,-1,0.000142670321969
YUV,Histogram (HSV/HSL),Manhattan (L1),Aucune,-1,0.0
YUV,Histogram (HSV/HSL),Manhattan (L1),Probability,-1,0.0
YUV,Histogram (HSV/HSL),Manhattan (L1),Magnitude,-1,0.0
YUV,Histogram (HSV/HSL),Manhattan (L1),Min-Max,-1,0.0
YUV,Histogram (HSV/HSL),Manhattan (L1),Standardization,-1,0.0
YUV,Histogram (HSV/HSL),Manhattan (L1),Rank,-1,0.0
YUV,Histogram (HSV/HSL),Euclidean (L2),Aucune,-1,0.0
YUV,Histogram (HSV/HSL),Euclidean (L2),Probability,-1,0.0
YUV,Histogram (HSV/HSL),Euclidean (L2),Magnitude,-1,0.0
YUV,Histogram (HSV/HSL),Euclidean (L2),Min-Max,-1,0.0
YUV,Histogram (HSV/HSL),Euclidean (L2),Standardization,-1,0.0
YUV,Histogram (HSV/HSL),Euclidean (L2),Rank,-1,0.0
YUV,Histogram (HSV/HSL),Chebyshev,Aucune,-1,0.0
YUV,Histogram (HSV/HSL),Chebyshev,Probability,-1,0.0
YUV,Histogram (HSV/HSL),Chebyshev,Magnitude,-1,0.0
YUV,Histogram (HSV/HSL),Chebyshev,Min-Max,-1,0.0
YUV,Histogram (HSV/HSL),Chebyshev,Standardization,-1,0.0
YUV,Histogram (HSV/HSL),Chebyshev,Rank,-1,0.0
YUV,Histogram (HSV/HSL),Minkowski,Aucune,-1,0.0
YUV,Histogram (HSV/HSL),Minkowski,Probability,-1,0.0
YUV,Histogram (HSV/HSL),Minkowski,Magnitude,-1,0.0
YUV,Histogram (HSV/HSL),Minkowski,Min-Max,-1,0.0
YUV,Histogram (HSV/HSL),Minkowski,Standardization,-1,0.0
YUV,Histogram (HSV/HSL),Minkowski,Rank,-1,0.0
YUV,Histogram (HSV/HSL),Khi2,Aucune,-1,0.0
YUV,Histogram (HSV/HSL),Khi2,Probability,-1,0.0
YUV,Histogram (HSV/HSL),Khi2,Magnitude,-1,0.0
YUV,Histogram (HSV/HSL),Khi2,Min-Max,-1,0.0
YUV,Histogram (HSV/HSL),Khi2,Standardization,-1,0.0
YUV,Histogram (HSV/HSL),Khi2,Rank,-1,0.0
YUV,Histogram (HSV/HSL),Histogram Intersection,Aucune,-1,0.0
YUV,Histogram (HSV/HSL),Histogram Intersection,Probability,-1,0.0
YUV,Histogram (HSV/HSL),Histogram Intersection,Magnitude,-1,0.0
YUV,Histogram (HSV/HSL),Histogram Intersection,Min-Max,-1,0.0
YUV,Histogram (HSV/HSL),Histogram Intersection,Standardization,-1,0.0
YUV,Histogram (HSV/HSL),Histogram Intersection,Rank,-1,0.0
YUV,Histogram Blob,Manhattan (L1),Aucune,-1,0.0019504754537102
YUV,Histogram Blob,Manhattan (L1),Probability,-1,0.0026483516483516
YUV,Histogram Blob,Manhattan (L1),Magnitude,-1,0.0026278011204481
YUV,Histogram Blob,Manhattan (L1),Min-Max,-1,0.0026644552557865
YUV,Histogram Blob,Manhattan (L1),Standardization,-1,0.0026483516483516
YUV,Histogram Blob,Manhattan (L1),Rank,-1,0.0019045618247298
YUV,Histogram Blob,Euclidean (L2),Aucune,-1,0.002653933368219
YUV,Histogram Blob,Euclidean (L2),Probability,-1,0.002653933368219
YUV,Histogram Blob,Euclidean (L2),Magnitude,-1,0.002653933368219
YUV,Histogram Blob,Euclidean (L2),Min-Max,-1,0.002653933368219
YUV,Histogram Blob,Euclidean (L2),Standardization,-1,0.002653933368219
YUV,Histogram Blob,Euclidean (L2),Rank,-1,0.0018939671209762
YUV,Histogram Blob,Chebyshev,Aucune,-1,0.0031458541458541
YUV,Histogram Blob,Chebyshev,Probability,-1,0.002653933368219
YUV,Histogram Blob,Chebyshev,Magnitude,-1,0.002653933368219
YUV,Histogram Blob,Chebyshev,Min-Max,-1,0.002653933368219
YUV,Histogram Blob,Chebyshev,Standardization,-1,0.002653933368219
YUV,Histogram Blob,Chebyshev,Rank,-1,0.0043095238095238
YUV,Histogram Blob,Minkowski,Aucune,-1,0.002653933368219
YUV,Histogram Blob,Minkowski,Probability,-1,0.0026490596238495
YUV,Histogram Blob,Minkowski,Magnitude,-1,0.002653933368219
YUV,Histogram Blob,Minkowski,Min-Max,-1,0.002653933368219
YUV,Histogram Blob,Minkowski,Standardization,-1,0.0026490596238495
YUV,Histogram Blob,Minkowski,Rank,-1,0.003297052154195
YUV,Histogram Blob,Khi2,Aucune,-1,0.0071428571428571
YUV,Histogram Blob,Khi2,Probability,-1,0.0071428571428571
YUV,Histogram Blob,Khi2,Magnitude,-1,0.0071428571428571
YUV,Histogram Blob,Khi2,Min-Max,-1,0.0071428571428571
YUV,Histogram Blob,Khi2,Standardization,-1,0.0039711779448621
YUV,Histogram Blob,Khi2,Rank,-1,0.0021975755904327
YUV,Histogram Blob,Histogram Intersection,Aucune,-1,0.0001471674496186
YUV,Histogram Blob,Histogram Intersection,Probability,-1,0.0001416499761061
YUV,Histogram Blob,Histogram Intersection,Magnitude,-1,0.0001456442383467
YUV,Histogram Blob,Histogram Intersection,Min-Max,-1,0.0001471674496186
YUV,Histogram Blob,Histogram Intersection,Standardization,-1,0.0001416499761061
YUV,Histogram Blob,Histogram Intersection,Rank,-1,0.0008280301050522
YUV,Weighted Gradient Histogram,Manhattan (L1),Aucune,-1,0.0024828037575073
YUV,Weighted Gradient Histogram,Manhattan (L1),Probability,-1,0.0021438775510204
YUV,Weighted Gradient Histogram,Manhattan (L1),Magnitude,-1,0.0016769174277081
YUV,Weighted Gradient Histogram,Manhattan (L1),Min-Max,-1,0.0018031548851424
YUV,Weighted Gradient Histogram,Manhattan (L1),Standardization,-1,0.0016802251850602
YUV,Weighted Gradient Histogram,Manhattan (L1),Rank,-1,0.0005142865384298
YUV,Weighted Gradient Histogram,Euclidean (L2),Aucune,-1,0.0017970854604712
YUV,Weighted Gradient Histogram,Euclidean (L2),Probability,-1,0.0016817334494185
YUV,Weighted Gradient Histogram,Euclidean (L2),Magnitude,-1,0.0021317247229655
YUV,Weighted Gradient Histogram,Euclidean (L2),Min-Max,-1,0.0016583036176005
YUV,Weighted Gradient Histogram,Euclidean (L2),Standardization,-1,0.0016172638119996
YUV,Weighted Gradient Histogram,Euclidean (L2),Rank,-1,0.0048979591836734
YUV,Weighted Gradient Histogram,Chebyshev,Aucune,-1,0.0017202678125259
YUV,Weighted Gradient Histogram,Chebyshev,Probability,-1,0.001994394991198
YUV,Weighted Gradient Histogram,Chebyshev,Magnitude,-1,0.0017158610350164
YUV,Weighted Gradient Histogram,Chebyshev,Min-Max,-1,0.0018503818830871
YUV,Weighted Gradient Histogram,Chebyshev,Standardization,-1,0.0021766525889737
YUV,Weighted Gradient Histogram,Chebyshev,Rank,-1,0.0020466074496403
YUV,Weighted Gradient Histogram,Minkowski,Aucune,-1,0.0018241999409947
YUV,Weighted Gradient Histogram,Minkowski,Probability,-1,0.0020637808717434
YUV,Weighted Gradient Histogram,Minkowski,Magnitude,-1,0.0029873178912063
YUV,Weighted Gradient Histogram,Minkowski,Min-Max,-1,0.002083884642792
YUV,Weighted Gradient Histogram,Minkowski,Standardization,-1,0.0030397571776882
YUV,Weighted Gradient Histogram,Minkowski,Rank,-1,0.0020967169476486
YUV,Weighted Gradient Histogram,Khi2,Aucune,-1,0.0071428571428571
YUV,Weighted Gradient Histogram,Khi2,Probability,-1,0.0071428571428571
YUV,Weighted Gradient Histogram,Khi2,Magnitude,-1,0.0071428571428571
YUV,Weighted Gradient Histogram,Khi2,Min-Max,-1,0.0071428571428571
YUV,Weighted Gradient Histogram,Khi2,Standardization,-1,0.0018086592187974
YUV,Weighted Gradient Histogram,Khi2,Rank,-1,0.0071428571428571
YUV,Weighted Gradient Histogram,Histogram Intersection,Aucune,-1,0.0005092229199372
YUV,Weighted Gradient Histogram,Histogram Intersection,Probability,-1,0.0006775725838616
YUV,Weighted Gradient Histogram,Histogram Intersection,Magnitude,-1,0.0004993502376074
YUV,Weighted Gradient Histogram,Histogram Intersection,Min-Max,-1,0.000596193098887
YUV,Weighted Gradient Histogram,Histogram Intersection,Standardization,-1,0.0002776983218916
YUV,Weighted Gradient Histogram,Histogram Intersection,Rank,-1,0.0002252041316285
YUV,Statistics,Manhattan (L1),Aucune,-1,0.0029591836734693
YUV,Statistics,Manhattan (L1),Probability,-1,0.0027616528092718
YUV,Statistics,Manhattan (L1),Magnitude,-1,0.0028442840550854
YUV,Statistics,Manhattan (L1),Min-Max,-1,0.0034455782312925
YUV,Statistics,Manhattan (L1),Standardization,-1,0.0028476854156296
YUV,Statistics,Manhattan (L1),Rank,-1,0.0071428571428571
YUV,Statistics,Euclidean (L2),Aucune,-1,0.0029311724689875
YUV,Statistics,Euclidean (L2),Probability,-1,0.0028258928571428
YUV,Statistics,Euclidean (L2),Magnitude,-1,0.0028872013921847
YUV,Statistics,Euclidean (L2),Min-Max,-1,0.0033780308361589
YUV,Statistics,Euclidean (L2),Standardization,-1,0.0029508983080411
YUV,Statistics,Euclidean (L2),Rank,-1,0.0071428571428571
YUV,Statistics,Chebyshev,Aucune,-1,0.0030187074829931
YUV,Statistics,Chebyshev,Probability,-1,0.0028769132653061
YUV,Statistics,Chebyshev,Magnitude,-1,0.0029348882410106
YUV,Statistics,Chebyshev,Min-Max,-1,0.0031046365914786
YUV,Statistics,Chebyshev,Standardization,-1,0.0016003799406147
YUV,Statistics,Chebyshev,Rank,-1,0.0071428571428571
YUV,Statistics,Minkowski,Aucune,-1,0.0030123299319727
YUV,Statistics,Minkowski,Probability,-1,0.002813492063492
YUV,Statistics,Minkowski,Magnitude,-1,0.0028872013921847
YUV,Statistics,Minkowski,Min-Max,-1,0.00328663003663
YUV,Statistics,Minkowski,Standardization,-1,0.0029195011337868
YUV,Statistics,Minkowski,Rank,-1,0.0071428571428571
YUV,Statistics,Khi2,Aucune,-1,0.0027293233082706
YUV,Statistics,Khi2,Probability,-1,0.0026284958427815
YUV,Statistics,Khi2,Magnitude,-1,0.0016909108556573
YUV,Statistics,Khi2,Min-Max,-1,0.0071428571428571
YUV,Statistics,Khi2,Standardization,-1,0.003067266067266
YUV,Statistics,Khi2,Rank,-1,0.0071428571428571
YUV,Statistics,Histogram Intersection,Aucune,-1,0.0001406352620116
YUV,Statistics,Histogram Intersection,Probability,-1,0.000152082513911
YUV,Statistics,Histogram Intersection,Magnitude,-1,0.0001476872283834
YUV,Statistics,Histogram Intersection,Min-Max,-1,0.0001342334852244
YUV,Statistics,Histogram Intersection,Standardization,-1,0.0001401777520062
YUV,Statistics,Histogram Intersection,Rank,-1,0.0004406071071219
YUV,Local Binary Pattern,Manhattan (L1),Aucune,-1,0.0034032091097308
YUV,Local Binary Pattern,Manhattan (L1),Probability,-1,0.0022808860386259
YUV,Local Binary Pattern,Manhattan (L1),Magnitude,-1,0.0042803517803517
YUV,Local Binary Pattern,Manhattan (L1),Min-Max,-1,0.0022345897423296
YUV,Local Binary Pattern,Manhattan (L1),Standardization,-1,0.0022074233202052
YUV,Local Binary Pattern,Manhattan (L1),Rank,-1,0.0034297037964121
YUV,Local Binary Pattern,Euclidean (L2),Aucune,-1,0.002258433001467
YUV,Local Binary Pattern,Euclidean (L2),Probability,-1,0.002258433001467
YUV,Local Binary Pattern,Euclidean (L2),Magnitude,-1,0.0021978183287834
YUV,Local Binary Pattern,Euclidean (L2),Min-Max,-1,0.0021912501842842
YUV,Local Binary Pattern,Euclidean (L2),Standardization,-1,0.002208322530464
YUV,Local Binary Pattern,Euclidean (L2),Rank,-1,0.0034421768707482
YUV,Local Binary Pattern,Chebyshev,Aucune,-1,0.0022672242102582
YUV,Local Binary Pattern,Chebyshev,Probability,-1,0.0022672242102582
YUV,Local Binary Pattern,Chebyshev,Magnitude,-1,0.0022131800088456
YUV,Local Binary Pattern,Chebyshev,Min-Max,-1,0.0022083602671837
YUV,Local Binary Pattern,Chebyshev,Standardization,-1,0.0022083602671837
YUV,Local Binary Pattern,Chebyshev,Rank,-1,0.0038771378996942
YUV,Local Binary Pattern,Minkowski,Aucune,-1,0.0022460644176699
YUV,Local Binary Pattern,Minkowski,Probability,-1,0.0022460644176699
YUV,Local Binary Pattern,Minkowski,Magnitude,-1,0.0022099973227792
YUV,Local Binary Pattern,Minkowski,Min-Max,-1,0.0021819131161236
YUV,Local Binary Pattern,Minkowski,Standardization,-1,0.0041386554621848
YUV,Local Binary Pattern,Minkowski,Rank,-1,0.003430346051464
YUV,Local Binary Pattern,Khi2,Aucune,-1,0.0071428571428571
YUV,Local Binary Pattern,Khi2,Probability,-1,0.0031239961738119
YUV,Local Binary Pattern,Khi2,Magnitude,-1,0.0071428571428571
YUV,Local Binary Pattern,Khi2,Min-Max,-1,0.0071428571428571
YUV,Local Binary Pattern,Khi2,Standardization,-1,0.0017068429068925
YUV,Local Binary Pattern,Khi2,Rank,-1,0.0035948626942415
YUV,Local Binary Pattern,Histogram Intersection,Aucune,-1,0.0002067427314821
YUV,Local Binary Pattern,Histogram Intersection,Probability,-1,0.0001482678132517
YUV,Local Binary Pattern,Histogram Intersection,Magnitude,-1,0.0001374592494572
YUV,Local Binary Pattern,Histogram Intersection,Min-Max,-1,0.0001331873702591
YUV,Local Binary Pattern,Histogram Intersection,Standardization,-1,0.0071428571428571
YUV,Local Binary Pattern,Histogram Intersection,Rank,-1,0.0004071642643071
YUV,Haralick,Manhattan (L1),Aucune,-1,0.0020953927025355
YUV,Haralick,Manhattan (L1),Probability,-1,0.0017793633001006
YUV,Haralick,Manhattan (L1),Magnitude,-1,0.0017977497846683
YUV,Haralick,Manhattan (L1),Min-Max,-1,0.0020721247563352
YUV,Haralick,Manhattan (L1),Standardization,-1,0.00176444315918
YUV,Haralick,Manhattan (L1),Rank,-1,0.0041854636591478
YUV,Haralick,Euclidean (L2),Aucune,-1,0.0019906855049712
YUV,Haralick,Euclidean (L2),Probability,-1,0.0018563118563118
YUV,Haralick,Euclidean (L2),Magnitude,-1,0.0019741496598639
YUV,Haralick,Euclidean (L2),Min-Max,-1,0.0021580218936856
YUV,Haralick,Euclidean (L2),Standardization,-1,0.0021503547655621
YUV,Haralick,Euclidean (L2),Rank,-1,0.0043648081242066
YUV,Haralick,Chebyshev,Aucune,-1,0.0019929917021753
YUV,Haralick,Chebyshev,Probability,-1,0.001942295445401
YUV,Haralick,Chebyshev,Magnitude,-1,0.0025303437164339
YUV,Haralick,Chebyshev,Min-Max,-1,0.0026698215518091
YUV,Haralick,Chebyshev,Standardization,-1,0.0025319579214379
YUV,Haralick,Chebyshev,Rank,-1,0.0023333333333333
YUV,Haralick,Minkowski,Aucune,-1,0.0019814848457716
YUV,Haralick,Minkowski,Probability,-1,0.0018181828624729
YUV,Haralick,Minkowski,Magnitude,-1,0.0018930123883684
YUV,Haralick,Minkowski,Min-Max,-1,0.0021117417729117
YUV,Haralick,Minkowski,Standardization,-1,0.0018737327634512
YUV,Haralick,Minkowski,Rank,-1,0.0042099567099567
YUV,Haralick,Khi2,Aucune,-1,0.0071428571428571
YUV,Haralick,Khi2,Probability,-1,0.0071428571428571
YUV,Haralick,Khi2,Magnitude,-1,0.0071428571428571
YUV,Haralick,Khi2,Min-Max,-1,0.0071428571428571
YUV,Haralick,Khi2,Standardization,-1,0.0016164197808287
YUV,Haralick,Khi2,Rank,-1,0.004938775510204
YUV,Haralick,Histogram Intersection,Aucune,-1,0.0003873058535952
YUV,Haralick,Histogram Intersection,Probability,-1,0.0002030158349964
YUV,Haralick,Histogram Intersection,Magnitude,-1,0.0002248170766213
YUV,Haralick,Histogram Intersection,Min-Max,-1,0.000344947189402
YUV,Haralick,Histogram Intersection,Standardization,-1,0.00176444315918
YUV,Haralick,Histogram Intersection,Rank,-1,0.0001347760764346
YUV,CNN (VGG-16),Manhattan (L1),Aucune,-1,0.0017488947289177
YUV,CNN (VGG-16),Manhattan (L1),Probability,-1,0.0039668856048166
YUV,CNN (VGG-16),Manhattan (L1),Magnitude,-1,0.0022246598910307
YUV,CNN (VGG-16),Manhattan (L1),Min-Max,-1,0.0018406320861678
YUV,CNN (VGG-16),Manhattan (L1),Standardization,-1,0.0019419380655488
YUV,CNN (VGG-16),Manhattan (L1),Rank,-1,0.0018429930516298
YUV,CNN (VGG-16),Euclidean (L2),Aucune,-1,0.0016330398138636
YUV,CNN (VGG-16),Euclidean (L2),Probability,-1,0.0041371882086167
YUV,CNN (VGG-16),Euclidean (L2),Magnitude,-1,0.0034202586206896
YUV,CNN (VGG-16),Euclidean (L2),Min-Max,-1,0.0018146038616569
YUV,CNN (VGG-16),Euclidean (L2),Standardization,-1,0.0034202586206896
YUV,CNN (VGG-16),Euclidean (L2),Rank,-1,0.0064285714285714
YUV,CNN (VGG-16),Chebyshev,Aucune,-1,0.0020379101053911
YUV,CNN (VGG-16),Chebyshev,Probability,-1,0.0019868343733889
YUV,CNN (VGG-16),Chebyshev,Magnitude,-1,0.0019868343733889
YUV,CNN (VGG-16),Chebyshev,Min-Max,-1,0.0025526438645633
YUV,CNN (VGG-16),Chebyshev,Standardization,-1,0.0017005342387402
YUV,CNN (VGG-16),Chebyshev,Rank,-1,0.0017969199640358
YUV,CNN (VGG-16),Minkowski,Aucune,-1,0.0016477272727272
YUV,CNN (VGG-16),Minkowski,Probability,-1,0.004029304029304
YUV,CNN (VGG-16),Minkowski,Magnitude,-1,0.0028002148227712
YUV,CNN (VGG-16),Minkowski,Min-Max,-1,0.0025087912087912
YUV,CNN (VGG-16),Minkowski,Standardization,-1,0.0025055652342237
YUV,CNN (VGG-16),Minkowski,Rank,-1,0.0018393218136311
YUV,CNN (VGG-16),Khi2,Aucune,-1,0.0071428571428571
YUV,CNN (VGG-16),Khi2,Probability,-1,0.0071428571428571
YUV,CNN (VGG-16),Khi2,Magnitude,-1,0.0071428571428571
YUV,CNN (VGG-16),Khi2,Min-Max,-1,0.0071428571428571
YUV,CNN (VGG-16),Khi2,Standardization,-1,0.0018292334687656
YUV,CNN (VGG-16),Khi2,Rank,-1,0.0020006923718103
YUV,CNN (VGG-16),Histogram Intersection,Aucune,-1,0.000133236286854
YUV,CNN (VGG-16),Histogram Intersection,Probability,-1,0.000139964558965
YUV,CNN (VGG-16),Histogram Intersection,Magnitude,-1,0.0001374804837825
YUV,CNN (VGG-16),Histogram Intersection,Min-Max,-1,0.0001377694242715
YUV,CNN (VGG-16),Histogram Intersection,Standardization,-1,0.0019419380655488
YUV,CNN (VGG-16),Histogram Intersection,Rank,-1,0.00013752990611
I1I2I3,Histogram,Manhattan (L1),Aucune,-1,0.0024977577723573
I1I2I3,Histogram,Manhattan (L1),Probability,-1,0.0024453441295546
I1I2I3,Histogram,Manhattan (L1),Magnitude,-1,0.0023712144405181
I1I2I3,Histogram,Manhattan (L1),Min-Max,-1,0.0023559825267899
I1I2I3,Histogram,Manhattan (L1),Standardization,-1,0.0023828009464655
I1I2I3,Histogram,Manhattan (L1),Rank,-1,0.0018468482736775
I1I2I3,Histogram,Euclidean (L2),Aucune,-1,0.0024995421245421
I1I2I3,Histogram,Euclidean (L2),Probability,-1,0.002391156462585
I1I2I3,Histogram,Euclidean (L2),Magnitude,-1,0.0031164965986394
